PeriodId,SetCode,Year,Subject,Teacher
22,MATH8D,8,MATH,CHS
22,MUSC6C,6,MUSC,CHM
22,MUSC6C,6,MUSC,ALW
22,FREN6C,6,FREN,MLD
22,CODI5R,5,CODI,ADT
22,ENGL4D,4,ENGL,YSM
22,DART4R,4,DART,TPE
22,ENGL3R,3,ENGL,MBT
22,ENGL3E,3,ENGL,NLM
22,CART1R,1,CART,LVM
23,MATH2R,2,MATH,RJM
23,PHED1R,1,PHED,CRD
23,ENGL3D,3,ENGL,SLE
23,ENGL3E,3,ENGL,NLM
23,ENGLS5E,25,ENGL,LDP
23,AFRI1E,1,AFRI,TKM
23,LORI1R,1,LORI,JYH
23,STG4S4E,24,STG4,NHB
23,MATH2D,2,MATH,LM1
23,ENGL2E,2,ENGL,GNB
23,MATH1D,1,MATH,EKM
23,CODI4D,4,CODI,ADT
23,DART4E,4,DART,TPE
23,SOCS4R,4,SOCS,CES
23,CART5R,5,CART,LVM
23,DART5E,5,DART,AEW
23,DART6E,6,DART,CWM
23,PHYS7E,7,PHYS,MKN
23,AFRI8C_1,8,AFRI,MAD
23,ZULU8C,8,ZULU,SBM
23,VART9C,9,VART,AHN
23,MATH10C,10,MATH,CHS
23,BSTU11C,11,BSTU,LNH
23,DSTU11C,11,DSTU,VPA
23,PHYS11C,11,PHYS,JDB
23,ACCO12C,12,ACCO,LNB
23,DART12C,12,DART,TYS
23,STG3S3E,23,STG3,LAG
23,STG3S3R,23,STG3,KJE
23,CODIS5D,25,CODI,MRM
23,STG5S5R,25,STG5,AFW
23,GEOG12C,12,GEOG,CAE
23,INFT12C,12,INFT,CLB
23,STG1S1R,21,STG1,LOH
23,STG2S2E,22,STG2,JJF
23,STG2S2R,22,STG2,SCZ
23,STG4S4R,24,STG4,NKH
23,LSCI12C_2,12,LSCI,CSE
23,ZULU3R,3,ZULU,NWN
23,MATH6R,6,MATH,KDL
23,ENGL7R,7,ENGL,DBW
23,AFRI8C_2,8,AFRI,AST
23,FREN9C,9,FREN,WOE
23,MATH10C_2,,,JMJ
23,MUSC9C,9,MUSC,ALW
24,MUSC9C,9,MUSC,ALW
24,MATH10C_2,,,JMJ
24,FREN9C,9,FREN,WOE
24,AFRI8C_2,8,AFRI,AST
24,ENGL7R,7,ENGL,DBW
24,MATH6R,6,MATH,KDL
24,ZULU3R,3,ZULU,NWN
24,LSCI12C_2,12,LSCI,CSE
24,STG4S4R,24,STG4,NKH
24,INFT12C,12,INFT,CLB
24,GEOG12C,12,GEOG,CAE
24,CODI1E,1,CODI,MRM
24,ENGL1D,1,ENGL,EKM
24,MSBS2C_1,2,MSBS,RJM
24,MSBS2C_2,2,MSBS,GNB
24,MSBS2C_3,2,MSBS,LM1
24,STG4S4E,24,STG4,NHB
24,STG3S3E,23,STG3,LAG
24,STG3S3R,23,STG3,KJE
24,STG5S5D,25,STG5,TNM
24,STG5S5E,25,STG5,LDP
24,STG5S5R,25,STG5,AFW
24,DART12C,12,DART,TYS
24,ACCO12C,12,ACCO,LNB
24,PHYS11C,11,PHYS,JDB
24,DSTU11C,11,DSTU,VPA
24,BSTU11C,11,BSTU,LNH
24,MATH10C,10,MATH,CHS
24,VART9C,9,VART,AHN
24,ZULU8C,8,ZULU,SBM
24,AFRI8C_1,8,AFRI,MAD
24,PHYS7E,7,PHYS,MKN
24,DART6E,6,DART,CWM
24,DART5E,5,DART,AEW
24,CART5R,5,CART,LVM
24,SOCS4R,4,SOCS,CES
24,DART4E,4,DART,TPE
24,CODI4D,4,CODI,ADT
24,LORI1R,1,LORI,JYH
24,ENGL3E,3,ENGL,NLM
24,ENGL3D,3,ENGL,SLE
24,PHED1R,1,PHED,CRD
25,STG5S5D,25,STG5,TNM
25,STG5S5E,25,STG5,LDP
25,STG5S5R,25,STG5,AFW
26,AFRI1D,1,AFRI,EKM
26,ENGL1E,1,ENGL,TKM
26,MATH1R,1,MATH,JYH
26,ENGL2D,2,ENGL,LM1
26,ENGL2R,2,ENGL,RJM
26,MATH2E,2,MATH,GNB
26,AFRI3R,3,AFRI,MBT
26,MATH3E,3,MATH,NLM
26,CART4E,4,CART,LVM
26,ENGL4R,4,ENGL,CES
26,SOCS4D,4,SOCS,YSM
26,MATH5E,5,MATH,KDL
26,ZULU3D,3,ZULU,NWN
26,ENGL6R,6,ENGL,AEW
26,GEOG7E,7,GEOG,LMK
26,DSTU8C,8,DSTU,VPA
26,ENGL9E,9,ENGL,DBW
26,HIST9R,9,HIST,DAD
26,ENGL11R,11,ENGL,DJB
26,AFRI12C_2,12,AFRI,AST
26,CMUS6E,6,CMUS,ALW
26,PHYS7R,7,PHYS,MKN
26,SPSC8C_1,8,SPSC,TGK
26,SPSC8C_2,8,SPSC,TPE
26,GEOG10C,10,GEOG,CAE
26,INFT10C,10,INFT,CLB
26,LSCI10C_2,10,LSCI,CSE
26,PHYS10C_1,10,PHYS,JDB
26,VART10C,10,VART,AHN
26,AFRI12C_1,12,AFRI,MAD
26,ZULU12C,12,ZULU,SBM
26,NSCI5R,5,NSCI,MRM
27,NSCI5R,5,NSCI,MRM
27,ENGL8D,8,ENGL,CWM
27,ZULU12C,12,ZULU,SBM
27,NSCI6E,6,NSCI,LMK
27,PHED7C,7,PHED,CRD
27,AFRI12C_1,12,AFRI,MAD
27,MATH8E,8,MATH,CHS
27,MATH9R,9,MATH,JMJ
27,BSTU10C,10,BSTU,LNH
27,DART10C,10,DART,TYS
27,LSCI10C_1,10,LSCI,MKN
27,FREN10C,10,FREN,WOE
27,AFRI12C_2,12,AFRI,AST
27,DSTU7C,7,DSTU,VPA
27,HIST8R,8,HIST,DAD
27,PHYS9E,9,PHYS,JDB
27,ENGL11R,11,ENGL,DJB
27,ENGL6R,6,ENGL,AEW
27,MATH5E,5,MATH,KDL
27,SOCS4D,4,SOCS,YSM
27,ENGL4R,4,ENGL,CES
27,CART4E,4,CART,LVM
28,PHYS9E,9,PHYS,JDB
28,ENGL12E,12,ENGL,DBW
28,ENGL12R,12,ENGL,DJB
28,HIST8R,8,HIST,DAD
28,DSTU7C,7,DSTU,VPA
28,FREN10C,10,FREN,WOE
28,LSCI10C_1,10,LSCI,MKN
28,AFRI11C,11,AFRI,MAD
28,ZULU11C,11,ZULU,SBM
28,DART10C,10,DART,TYS
28,BSTU10C,10,BSTU,LNH
28,MATH9R,9,MATH,JMJ
28,MATH8E,8,MATH,CHS
28,PHED7C,7,PHED,CRD
28,ENGL8D,8,ENGL,CWM
29,MATH1D,1,MATH,EKM
29,MATH1R,1,MATH,JYH
29,ZULU1E,1,ZULU,MRM
29,ENGL2D,2,ENGL,LM1
29,ENGL2E,2,ENGL,GNB
29,ENGL2R,2,ENGL,RJM
29,ENGL3D,3,ENGL,SLE
29,ENGL3E,3,ENGL,NLM
29,ENGL3R,3,ENGL,MBT
29,CMUS4E,4,CMUS,ALW
29,ENGL4D,4,ENGL,YSM
29,ENGL4R,4,ENGL,CES
29,MATH5R,5,MATH,KDL
29,AFRI6C,6,AFRI,TPE
29,AFRI8C_1,8,AFRI,MAD
29,ZULU8C,8,ZULU,SBM
29,DART9R,9,DART,TYS
29,ENGL10E,10,ENGL,CWM
29,MATH11C,11,MATH,JMJ
29,VART12C,12,VART,AHN
29,MLIT11C,11,MLIT,MKN
29,ENGL5E,5,ENGL,AEW
29,ZULU6C,6,ZULU,NWN
29,CODI7R,7,CODI,CLB
29,ENBU7E,7,ENBU,LNB
29,AFRI8C_2,8,AFRI,AST
29,ENGL9E,9,ENGL,DBW
29,ENGL10R,10,ENGL,DJB
29,LSCI12C_1,12,LSCI,CSE
29,HIST12C,12,HIST,DAD
30,HIST12C,12,HIST,DAD
30,LSCI12C_1,12,LSCI,CSE
30,ZULU4C,4,ZULU,YSM
30,STG1S1R,21,STG1,LOH
30,ENGL10R,10,ENGL,DJB
30,ENGL9E,9,ENGL,DBW
30,AFRI8C_2,8,AFRI,AST
30,ENBU7E,7,ENBU,LNB
30,CODI7R,7,CODI,CLB
30,ZULU6C,6,ZULU,NWN
30,ENGL5E,5,ENGL,AEW
30,MLIT11C,11,MLIT,MKN
30,AFRI4C_2,4,AFRI,KMB
30,STG2S2R,22,STG2,SCZ
30,STG4S4E,24,STG4,NHB
30,STG4S4R,24,STG4,NKH
30,STG2S2E,22,STG2,JJF
30,CARTS3R,23,CART,LVM
30,STG5S5D,25,STG5,TNM
30,STG5S5E,25,STG5,LDP
30,STG5S5R,25,STG5,AFW
30,STG3S3E,23,STG3,LAG
30,VART12C,12,VART,AHN
30,ENGL1E,1,ENGL,TKM
30,AFRI4C_1,4,AFRI,CES
30,MATH11C,11,MATH,JMJ
30,ENGL10E,10,ENGL,CWM
30,DART9R,9,DART,TYS
30,ZULU8C,8,ZULU,SBM
30,AFRI8C_1,8,AFRI,MAD
30,AFRI6C,6,AFRI,TPE
30,MATH5R,5,MATH,KDL
30,ENGL3R,3,ENGL,MBT
30,ENGL3E,3,ENGL,NLM
30,ENGL3D,3,ENGL,SLE
30,ENGL2R,2,ENGL,RJM
30,ENGL2E,2,ENGL,GNB
30,ENGL2D,2,ENGL,LM1
30,MATH1R,1,MATH,JYH
30,MATH1D,1,MATH,EKM
31,AFRI4C_1,4,AFRI,CES
31,STG3S3E,23,STG3,LAG
31,MATH2E,2,MATH,GNB
31,MATH2R,2,MATH,RJM
31,MATH3D,3,MATH,SLE
31,MATH3E,3,MATH,NLM
31,MATH3R,3,MATH,MBT
31,SOCS5R,5,SOCS,LMK
31,CART6E,6,CART,AHN
31,LORI6R,6,LORI,ADT
31,AFRI7C_2,7,AFRI,TPE
31,CODI1R,1,CODI,MRM
31,ENGL1D,1,ENGL,EKM
31,MATH2D,2,MATH,LM1
31,CARTS3R,23,CART,LVM
31,STG2S2E,22,STG2,JJF
31,STG4S4R,24,STG4,NKH
31,AFRI4C_2,4,AFRI,KMB
31,LSCI8D,8,LSCI,MKN
31,MATH8R,8,MATH,CHS
31,ENGL9R,9,ENGL,CWM
31,ACCO10C,10,ACCO,LNB
31,PHYS10C_1,10,PHYS,JDB
31,INFT11C,11,INFT,CLB
31,LSCI11C,11,LSCI,CSE
